cod_cliente,nome_completo,email,tipo_cliente,data_inclusao,cpfcnpj,endereco,cep,uf,tempo_como_cliente,idade
516,Maria Alice Vieira,qoliveira@example.org,Pessoa Física,2019-09-19 15:25:00,534.716.029-25,"Estrada Silveira, 31 Conjunto Santa Maria 19867-202 Pereira / ES",14501-313,Espírito Santo,68.36666666666666,
545,Pedro Henrique Vieira,nascimentothales@example.com,Pessoa Física,2019-12-16 10:22:00,347.016.892-03,"Travessa de Martins, 768 Vila Aeroporto Jaraguá 29315-900 Sales do Campo / PB",68469-740,Paraíba,65.43333333333334,
600,Luigi Vieira,henrique46@example.com,Pessoa Física,2021-01-10 15:35:00,421.893.657-91,"Área Duarte, 64 Jardim Felicidade 36546-645 Pires da Mata / MA",47917222,Maranhão,52.4,67.0
639,João Lucas Vieira,barbosamariana@example.net,Pessoa Física,2020-04-16 13:45:00,915.028.643-98,"Pátio Barbosa, 69 Alto CaiÃ§aras 70280755 Almeida Alegre / PB",52803-114,Paraíba,61.36666666666667,
712,Thomas Vieira,leticiada-rocha@example.org,Pessoa Física,2019-06-16 12:47:00,890.562.173-21,"Conjunto de Silveira, 71 Santa Branca 12944-489 da Mata de Pereira / TO",15984-247,Tocantins,71.53333333333333,
773,Vitor Hugo Vieira,dbarros@example.net,Pessoa Física,2018-02-27 16:20:00,136.784.520-35,"Ladeira Sales, 37 Sagrada Família 39491-441 Castro das Flores / RN",14038881,Rio Grande do Norte,87.33333333333333,
814,Diogo Vieira,xribeiro@example.com,Pessoa Física,2014-09-09 14:55:00,805.469.132-70,"Núcleo Lopes, 101 Vila São Gabriel Jacui 50247-386 da Paz Alegre / CE",20079-824,Ceará,129.56666666666666,
875,Juan Vieira,helenada-cunha@example.org,Pessoa Física,2015-01-18 15:07:00,529.784.631-55,"Jardim de da Mata, 814 Jatobá 47807379 Sales da Praia / BA",50034-079,Bahia,125.2,44.0
948,Maria Vitória Vieira,portoana-carolina@example.com,Pessoa Física,2016-09-25 15:39:00,473.860.912-22,Feira Lima Tiradentes 92887274 Azevedo das Flores / PR,03625-157,Paraná,104.66666666666667,
953,Miguel Vieira,lucas-gabriel49@example.com,Pessoa Física,2015-06-11 15:05:00,049.571.362-70,"Sítio Emanuella Araújo, 14 Vila Jardim Alvorada 97368-532 Farias / TO",8810805,Tocantins,120.4,
971,Lucas Vieira,cfogaca@example.org,Pessoa Física,2021-02-12 12:24:00,203.459.768-00,"Rodovia da Paz, 427 Canadá 00574-813 Cardoso / PE",1900664,Pernambuco,51.3,57.0
994,Davi Vieira,ana-sophia40@example.net,Pessoa Física,2015-12-02 12:23:00,205.714.936-61,"Colônia João Guilherme Nascimento, 57 Vila Copacabana 91067-853 Mendes / RJ",10730371,Rio de Janeiro,114.6,
102,Laís da Luz,laura44@example.com,Pessoa Física,2015-02-28 16:28:00,723.810.456-35,"Área de Martins, 1 Pindorama 32716-804 Cunha / AL",46894157,Alagoas,123.83333333333333,
244,Agatha da Luz,souzalucas-gabriel@example.net,Pessoa Física,2012-04-20 13:36:00,162.975.480-30,"Travessa de Pereira, 4 Conjunto Santa Maria 85409634 Ribeiro da Serra / RN",80189860,Rio Grande do Norte,158.63333333333333,64.0
417,Cauã da Luz,da-luzvicente@example.com,Pessoa Física,2022-10-17 13:56:00,170.945.368-01,"Pátio Theo Nunes, 92 Bandeirantes 45313130 Viana / GO",17116-057,Goiás,30.9,25.0
473,Maria Sophia da Luz,isabellarodrigues@example.org,Pessoa Física,2016-01-02 10:15:00,674.890.153-75,"Quadra Sales, 6 João Pinheiro 06829-829 Farias / PA",94233-086,Pará,113.56666666666666,18.0
498,Noah da Luz,emilly25@example.com,Pessoa Física,2015-08-25 14:46:00,271.846.503-44,"Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",56495606,Pernambuco,117.9,
534,Ana Luiza da Luz,joao-gabrielrocha@example.net,Pessoa Física,2015-01-25 16:56:00,743.205.896-29,"Vale Alves, 14 Jardim Atlântico 62872934 da Cruz do Norte / BA",68532-892,Bahia,124.96666666666667,31.0
592,Evelyn da Luz,cgomes@example.com,Pessoa Física,2014-10-28 14:46:00,065.329.748-38,Conjunto Erick da Cunha Xangri-Lá 91522-348 Costa / AP,76243-469,Amapá,127.93333333333334,
636,Alícia da Luz,otavio09@example.com,Pessoa Física,2016-12-26 15:16:00,452.701.836-17,Alameda Ana Vitória Barros Chácara Leonina 32866-577 FogaÃ§a / AL,36233255,Alagoas,101.6,
655,Vitória da Luz,ferreiraluiz-gustavo@example.com,Pessoa Física,2016-02-11 14:22:00,534.291.076-52,"Residencial de Barbosa, 33 Carlos Prates 54142-616 Lima do Oeste / AP",01682-762,Amapá,112.23333333333333,32.0
714,Calebe da Luz,cardosoyuri@example.com,Pessoa Física,2015-06-18 11:20:00,416.298.370-40,"Campo Moreira, 3 Miramar 27396-756 Correia / BA",25099-614,Bahia,120.16666666666667,70.0
716,Emanuel da Luz,antonioferreira@example.net,Pessoa Física,2019-05-02 16:21:00,214.907.658-67,Viela Maria Eduarda da Rocha Marilandia 84196-935 Jesus das Pedras / MA,67467-482,Maranhão,73.03333333333333,64.0
722,Mariane da Luz,emanuelsales@example.net,Pessoa Física,2018-05-16 13:22:00,134.706.295-52,"Distrito Cunha, 99 Belmonte 71696-472 Novaes / RN",28587-599,Rio Grande do Norte,84.73333333333333,
749,Maria Eduarda da Luz,costelalavinia@example.net,Pessoa Física,2018-08-23 12:31:00,843.720.915-32,"Residencial Sarah Cardoso, 48 Vila Piratininga 72216-079 Rezende de Costa / MA",64341769,Maranhão,81.43333333333334,
753,Maria Luiza da Luz,gabrielly88@example.net,Pessoa Física,2017-07-04 15:05:00,123.598.074-04,"Sítio da Rocha, 782 Anchieta 78582065 Carvalho de Silveira / PR",50261-096,Paraná,95.26666666666667,
785,Daniela da Luz,sarahda-conceicao@example.net,Pessoa Física,2021-03-15 15:01:00,256.918.430-60,"Trevo Ryan das Neves, 83 Jaraguá 30994887 Cavalcanti Verde / RN",73982-067,Rio Grande do Norte,50.266666666666666,
821,Clara da Luz,marianaduarte@example.com,Pessoa Física,2012-03-12 12:31:00,846.231.075-07,"Setor Mirella Carvalho, 660 Atila De Paiva 25278-215 Carvalho da Mata / GO",98938-535,Goiás,159.93333333333334,20.0
838,Luiz Miguel da Luz,alicia60@example.com,Pessoa Física,2013-11-15 16:17:00,869.204.573-00,"Chácara Cunha, 98 Conjunto Floramar 62501204 Nascimento do Amparo / PA",94247-539,Pará,139.5,33.0
10,Cecília da Paz,anthonymendes@example.net,Pessoa Física,2020-11-03 14:04:00,590.412.836-33,Rua Barbosa Belmonte 20407522 Moura de Santos / MG,91891634,Minas Gerais,54.666666666666664,33.0
50,Theo da Paz,heitordas-neves@example.com,Pessoa Física,2021-11-17 16:16:00,284.701.693-78,"Conjunto de da Cunha, 58 Vila Vista Alegre 73062686 Nogueira / PI",12180-103,Piauí,42.03333333333333,19.0
95,Luiz Gustavo da Paz,nina11@example.net,Pessoa Física,2021-09-22 15:00:00,852.107.496-49,"Trecho de Duarte, 8 Virgínia 56451275 Campos / SP",67594-724,São Paulo,43.9,21.0
106,Maria Sophia da Paz,talmeida@example.net,Pessoa Física,2010-08-14 15:55:00,678.435.901-10,"Condomínio Clarice Porto, 79 Eymard 40757583 Araújo do Amparo / RR",43504963,Roraima,179.13333333333333,
110,Ana Júlia da Paz,anthonysilveira@example.com,Pessoa Física,2020-06-19 16:06:00,381.642.570-44,"Travessa Cavalcanti, 26 Vila Satélite 15519413 Campos do Campo / MG",25323-209,Minas Gerais,59.233333333333334,49.0
143,Amanda da Paz,maria-luizada-rocha@example.com,Pessoa Física,2020-04-19 13:29:00,879.543.126-82,Favela de Rocha João Paulo Ii 00138658 Carvalho / PR,77048-875,Paraná,61.266666666666666,24.0
194,Thomas da Paz,da-rochabruno@example.org,Pessoa Física,2016-12-18 14:20:00,925.468.301-98,"Aeroporto de Moraes, 89 Lorena 04389826 Rodrigues de da Paz / ES",79586-846,Espírito Santo,101.86666666666666,
253,Alexia da Paz,da-motapedro-miguel@example.org,Pessoa Física,2022-05-27 11:17:00,698.435.172-37,"Sítio de Dias, 71 Conjunto Serra Verde 23462-202 Correia / AP",57281-793,Amapá,35.666666666666664,
347,Diego da Paz,beatrizdias@example.org,Pessoa Física,2011-02-03 16:40:00,861.793.045-48,"Alameda de Cunha, 3 Boa Esperança 35767424 Pires de Sales / RN",48898293,Rio Grande do Norte,173.36666666666667,
353,Joaquim da Paz,pcardoso@example.net,Pessoa Física,2021-10-19 12:13:00,803.219.465-70,"Trecho da Cruz, 5 Ventosa 08912-034 Martins / CE",30966-116,Ceará,43.0,
403,Ana Luiza da Paz,thomasbarbosa@example.com,Pessoa Física,2020-03-17 13:11:00,842.317.906-04,"Loteamento de Almeida, 8 Barão Homem De Melo 1ª Seção 04842-530 Peixoto de Minas / DF",84319-828,Distrito Federal,62.36666666666667,
500,Caroline da Paz,correiadaniela@example.net,Pessoa Física,2016-11-20 13:28:00,567.348.209-47,"Distrito Azevedo, 89 Vila Aeroporto 30548410 Barros da Prata / ES",84381061,Espírito Santo,102.8,
506,Eloah da Paz,vitor-hugoda-cruz@example.org,Pessoa Física,2017-11-25 16:17:00,834.570.296-10,"Favela de Santos, 53 Pindura Saia 49020-791 Nogueira da Serra / ES",61725909,Espírito Santo,90.46666666666667,31.0
776,Manuela da Paz,kamilly98@example.org,Pessoa Física,2021-03-14 15:58:00,748.530.296-56,"Vereda de Aragão, 69 Vila Santa Rosa 91326-243 Jesus / AL",94563-369,Alagoas,50.3,70.0
867,Anthony da Paz,nathanribeiro@example.com,Pessoa Física,2016-10-14 12:02:00,726.903.451-61,"Fazenda de Dias, 20 Nova Cintra 22533-166 Lopes Paulista / RO",40562934,Rondônia,104.03333333333333,
888,Fernanda da Paz,agatha02@example.org,Pessoa Física,2016-04-13 11:01:00,493.527.810-23,"Núcleo Pietro da Paz, 4 Luxemburgo 49823490 Carvalho / MS",81164-915,Mato Grosso do Sul,110.16666666666667,23.0
894,Miguel da Paz,luna20@example.org,Pessoa Física,2019-06-04 12:01:00,531.697.248-19,"Avenida Novaes, 29 Baleia 65172-294 Cardoso / AC",20478-520,Acre,71.93333333333334,71.0
14,Rafaela Almeida,vicente09@example.org,Pessoa Física,2014-08-26 14:14:00,271.395.804-05,"Lago Gabrielly Martins, 29 Calafate 26223-583 da Mata / MA",60290-611,Maranhão,130.03333333333333,
16,Nicolas Almeida,arezende@example.org,Pessoa Física,2018-04-20 12:01:00,142.356.079-52,"Ladeira Lorena Aragão, 5 São Bento 04689671 Moraes da Mata / SP",91014485,São Paulo,85.6,30.0
48,Marcos Vinicius Almeida,martinspaulo@example.net,Pessoa Física,2019-03-09 16:19:00,501.482.937-60,"Chácara Amanda Santos, 261 União 52436-400 Fogaça / AP",58403-824,Amapá,74.83333333333333,68.0
119,Nicolas Almeida,pereiraana-julia@example.net,Pessoa Física,2020-01-14 10:20:00,021.837.645-62,"Largo da Rosa, 7 Buritis 45383-999 Rodrigues / SE",34227301,Sergipe,64.46666666666667,
128,Carolina Almeida,emanuellacaldeira@example.net,Pessoa Física,2018-05-22 12:30:00,619.834.257-37,"Esplanada da Luz, 82 Custodinha 80877647 Viana do Campo / SP",90777463,São Paulo,84.53333333333333,82.0
212,Vitória Almeida,miguel32@example.net,Pessoa Física,2021-04-09 15:40:00,381.576.940-00,"Esplanada Castro, 96 Padre Eustáquio 77331429 Pereira / GO",88489-764,Goiás,49.43333333333333,22.0
227,Vitor Almeida,valentinacastro@example.org,Pessoa Física,2022-12-27 13:30:00,038.572.416-08,Lagoa Rebeca Costela Acaba Mundo 54722189 da Costa / MG,60794-612,Minas Gerais,28.533333333333335,60.0
297,Valentina Almeida,gomesraul@example.com,Pessoa Física,2018-08-11 13:45:00,513.269.804-24,"Residencial de Oliveira, 12 Vila Nossa Senhora Do Rosário 05139-024 Farias / PE",10207922,Pernambuco,81.83333333333333,73.0
312,Ana Laura Almeida,fernandesana-livia@example.com,Pessoa Física,2022-07-12 16:34:00,654.098.213-51,Conjunto Fernandes Novo Glória 18748994 Costa / RO,29021919,Rondônia,34.13333333333333,
391,Anthony Almeida,fda-conceicao@example.org,Pessoa Física,2020-06-21 11:39:00,083.415.276-26,"Loteamento Marcelo Melo, 4 Brasil Industrial 66720124 Araújo Grande / DF",04554-217,Distrito Federal,59.166666666666664,26.0
532,Heloísa Almeida,lorena15@example.net,Pessoa Física,2021-07-13 14:56:00,054.897.126-94,"Lago Cardoso, 25 Venda Nova 91678327 Gonçalves / SC",67892719,Santa Catarina,46.266666666666666,20.0
647,Augusto Almeida,henriqueda-rocha@example.com,Pessoa Física,2018-12-19 13:08:00,592.631.874-28,"Recanto de da Conceição, 7 Senhor Dos Passos 18905997 da Costa de Nogueira / PB",01814-432,Paraíba,77.5,60.0
832,Luigi Almeida,bryanviana@example.com,Pessoa Física,2012-12-25 15:27:00,257.369.184-55,"Colônia Ribeiro, 85 Santo André 30119-374 da Paz Verde / PA",93983938,Pará,150.33333333333334,41.0
856,Nicole Almeida,guilhermesales@example.com,Pessoa Física,2015-06-24 15:02:00,259.406.318-51,"Setor Ana Laura Moura, 65 Mangabeiras 00902-688 Aragão Alegre / PR",39587-897,Paraná,119.96666666666667,
883,Sabrina Almeida,maria-cecilia82@example.org,Pessoa Física,2015-09-05 16:18:00,389.047.162-50,Conjunto Aragão Serrano 88509069 Gomes / PB,26119727,Paraíba,117.53333333333333,26.0
915,Yago Almeida,ana-sophia34@example.org,Pessoa Física,2018-12-25 12:03:00,452.018.697-85,"Pátio Ana Julia Martins, 57 Comiteco 50652-848 da Cruz do Norte / MA",3756332,Maranhão,77.3,
4,Lara Aragão,joao-lucascosta@example.com,Pessoa Física,2017-04-06 12:28:00,096.482.537-65,"Estação Cauã Santos, 20 Vila Mantiqueira 34579-230 da Cruz / MT",19720-769,Mato Grosso,98.23333333333333,39.0
7,Matheus Aragão,barbosajuan@example.net,Pessoa Física,2018-09-12 13:08:00,859.406.321-06,"Estação de da Rocha, 59 Aeroporto 24555159 Barbosa / GO",29456824,Goiás,80.76666666666667,
177,Diogo Aragão,bfreitas@example.org,Pessoa Física,2022-10-15 16:31:00,470.693.521-07,"Ladeira de Azevedo, 2 Eymard 34582863 Silva / AP",50246702,Amapá,30.966666666666665,
208,João Gabriel Aragão,cunhamarcos-vinicius@example.com,Pessoa Física,2013-05-12 13:48:00,963.085.247-00,"Campo de Teixeira, 93 Biquinhas 77899-799 Duarte de Cavalcanti / PI",90069673,Piauí,145.73333333333332,38.0
264,Gustavo Henrique Aragão,joao-vitorfernandes@example.net,Pessoa Física,2020-03-19 14:13:00,375.210.948-32,Passarela de Carvalho Teixeira Dias 85975-530 da Rocha / MT,38755-229,Mato Grosso,62.3,67.0
320,Erick Aragão,da-costaemanuel@example.net,Pessoa Física,2017-08-26 13:14:00,318.076.529-12,"Vale Fogaça, 13 Vila Mantiqueira 93751-775 Souza / DF",37217800,Distrito Federal,93.5,
413,Emanuelly Aragão,ana-beatriz92@example.org,Pessoa Física,2014-05-20 11:41:00,075.329.618-77,"Residencial de Silva, 73 Santa Lúcia 41532-788 Fogaça / DF",50743388,Distrito Federal,133.3,
591,Luiz Gustavo Aragão,costaemanuella@example.org,Pessoa Física,2022-05-19 11:46:00,724.856.910-02,"Travessa da Cunha, 63 Engenho Nogueira 20452244 Gonçalves / AC",23882-749,Acre,35.93333333333333,
709,Isabelly Aragão,xpereira@example.net,Pessoa Física,2018-09-07 11:13:00,670.439.581-48,"Esplanada Renan Araújo, 17 Vila Tirol 83507-776 Vieira / DF",37884316,Distrito Federal,80.93333333333334,
710,Laís Aragão,das-nevesluiza@example.com,Pessoa Física,2019-06-26 12:44:00,854.396.107-66,Jardim Valentina Gomes João Paulo Ii 90979-552 Campos de Melo / MS,03166-379,Mato Grosso do Sul,71.2,52.0
765,Beatriz Aragão,valentinacunha@example.com,Pessoa Física,2019-05-27 12:48:00,307.659.184-39,"Residencial Ian Almeida, 975 Jardim América 75948-364 Moura / GO",59717-836,Goiás,72.2,
787,Rafael Aragão,hpinto@example.net,Pessoa Física,2017-10-10 12:04:00,824.563.719-09,"Esplanada Araújo, 37 Vila Califórnia 85418025 da Costa de Fogaça / SP",22250134,São Paulo,92.0,
855,Letícia Aragão,da-rochalivia@example.org,Pessoa Física,2017-02-25 13:28:00,467.310.895-75,"Rua de Silveira, 314 Vera Cruz 23815755 Gonçalves Alegre / AL",54516237,Alagoas,99.56666666666666,33.0
932,João Aragão,carvalhojoao-lucas@example.net,Pessoa Física,2015-06-21 12:06:00,809.674.153-57,"Rua Nicolas Peixoto, 73 Ernesto Nascimento 17498446 Nogueira / MA",26474200,Maranhão,120.06666666666666,
986,Emanuelly Aragão,lpinto@example.com,Pessoa Física,2016-01-23 12:45:00,931.462.507-99,"Pátio Pedro Henrique Rodrigues, 9 Vila Fumec 49827910 Gomes / AM",36694-446,Amazonas,112.86666666666666,18.0
18,Leandro Araújo,brenda60@example.net,Pessoa Física,2021-07-18 15:07:00,160.275.498-58,"Lago de da Mota, 7 Pindorama 62566-272 Costela do Oeste / CE",56676-337,Ceará,46.1,
112,Pedro Lucas Araújo,bernardo60@example.net,Pessoa Física,2021-07-11 12:15:00,809.734.215-41,"Colônia Ana Beatriz Freitas, 6 Atila De Paiva 51908198 da Rosa / RJ",41121-283,Rio de Janeiro,46.333333333333336,38.0
234,João Pedro Araújo,marceloda-conceicao@example.org,Pessoa Física,2021-03-08 13:43:00,510.674.982-49,"Núcleo Cavalcanti, 483 São Vicente 29422490 da Rosa / RR",64483022,Roraima,50.5,
246,Lorena Araújo,ribeironatalia@example.org,Pessoa Física,2019-05-23 15:55:00,970.123.548-79,"Chácara Silveira, 7 Vila Cloris 88301-767 Jesus da Serra / SP",2240596,São Paulo,72.33333333333333,58.0
251,Pietra Araújo,fogacaisadora@example.com,Pessoa Física,2013-07-11 14:28:00,827.369.401-13,"Loteamento Melo, 85 São Sebastião 27542-399 da Luz de Peixoto / AC",72383779,Acre,143.73333333333332,
361,Clarice Araújo,barbaraalmeida@example.net,Pessoa Física,2018-01-08 14:30:00,306.548.291-60,"Via Azevedo, 79 Santo Agostinho 02873409 Moraes da Mata / PE",57218048,Pernambuco,89.0,
378,Pedro Lucas Araújo,srezende@example.com,Pessoa Física,2018-03-18 12:36:00,325.496.710-07,"Parque Luna Nunes, 2 Novo Ouro Preto 54121906 Vieira do Oeste / AM",58010319,Amazonas,86.7,
489,Marcela Araújo,bernardocampos@example.org,Pessoa Física,2019-08-04 13:50:00,529.308.476-38,"Rua de da Rosa, 8 Mantiqueira 45168-327 Cardoso / PR",46872-672,Paraná,69.9,
491,Mariana Araújo,nsantos@example.org,Pessoa Física,2020-09-03 14:33:00,645.189.273-46,"Núcleo de Jesus, 28 Serrano 65469765 Moreira / PR",59657-825,Paraná,56.7,
658,Nicolas Araújo,marcela88@example.com,Pessoa Física,2017-02-07 12:10:00,163.298.047-96,"Setor Lima, 93 Vila Nova Gameleira 2ª Seção 30697086 Moura / RN",32199475,Rio Grande do Norte,100.16666666666667,
737,Pedro Miguel Araújo,melissagomes@example.org,Pessoa Física,2021-01-28 14:26:00,874.261.395-73,"Condomínio Bruna da Mota, 628 Das Industrias I 27208-640 Nascimento Alegre / TO",95890981,Tocantins,51.8,45.0
809,Ana Carolina Araújo,pauloaraujo@example.org,Pessoa Física,2021-05-18 16:15:00,847.659.210-85,"Praça de Moura, 3 Monte São José 73520387 Rezende do Amparo / MG",80456-424,Minas Gerais,48.13333333333333,
860,Igor Araújo,wgomes@example.net,Pessoa Física,2021-04-15 14:16:00,647.258.031-62,"Estação de da Rocha, 65 Distrito Industrial Do Jatoba 05154-328 Novaes do Amparo / MA",58065269,Maranhão,49.233333333333334,36.0
921,Anthony Araújo,martinsian@example.net,Pessoa Física,2021-09-03 15:52:00,824.319.657-91,"Rua João Felipe da Mata, 7 Piratininga 85495859 Moreira de Rodrigues / AC",12376047,Acre,44.53333333333333,76.0
63,Manuela Azevedo,laura78@example.net,Pessoa Física,2019-04-10 12:23:00,379.805.641-20,Fazenda Duarte Cabana Do Pai Tomás 61838-337 da Mota / AM,93898969,Amazonas,73.76666666666667,
149,Júlia Azevedo,samuel74@example.com,Pessoa Física,2020-06-25 12:32:00,591.283.067-59,"PraÃ§a Diogo Costa, 3 São João 30181-466 Martins do Amparo / AL",45650110,Alagoas,59.03333333333333,
155,Anthony Azevedo,leandro14@example.com,Pessoa Física,2013-08-22 13:27:00,734.596.812-09,"Pátio de Cavalcanti, 46 Cardoso 93081-065 da Rocha / MT",10764-469,Mato Grosso,142.33333333333334,
169,Cauã Azevedo,amonteiro@example.com,Pessoa Física,2015-07-01 13:19:00,523.691.478-73,"Ladeira da Mata, 4 Colégio Batista 47750235 Barbosa / AC",29074-591,Acre,119.73333333333333,
174,Manuela Azevedo,helena76@example.net,Pessoa Física,2017-04-21 15:02:00,713.650.289-68,"Loteamento da Costa, 6 Braúnas 56159-268 Fernandes da Praia / CE",13715347,Ceará,97.73333333333333,
442,Alice Azevedo,nicolefreitas@example.net,Pessoa Física,2022-12-17 13:24:00,942.076.813-96,"Rua de da Conceição, 96 Juliana 48437-460 Ramos da Mata / PR",41703129,Paraná,28.866666666666667,
626,Luiz Fernando Azevedo,ecavalcanti@example.com,Pessoa Física,2022-07-25 10:12:00,481.932.570-14,Alameda Ryan Jesus Vila Santa Rosa 97040-741 da Rocha / RS,66800-272,Rio Grande do Sul,33.7,
661,Otávio Azevedo,marcos-vinicius93@example.com,Pessoa Física,2013-09-11 13:40:00,512.784.390-05,"Rodovia Emanuella Souza, 4 Saudade 31563951 Silva / BA",26189090,Bahia,141.66666666666666,
930,Ana Azevedo,mouravicente@example.org,Pessoa Física,2018-04-03 11:06:00,370.259.614-34,"Favela de Fogaça, 9 Trevo 80538819 Pinto / SC",79261182,Santa Catarina,86.16666666666667,
129,Sarah Barbosa,martinsvitor-hugo@example.com,Pessoa Física,2013-01-08 15:31:00,903.421.678-04,"Parque Leandro Campos, 356 Vila São Gabriel Jacui 87146-556 Oliveira Paulista / AC",75315066,Acre,149.86666666666667,
